Context,Utterance,Label
"nobodi here have __eou__ http : //people.debian.org/~joey/3.0r3/ have a coupl packag in `` need more info '' status becaus they never build on hppa and/or ia64 ... get time to take a peek ? __eou__ __eot__ curious ... all of the packag mark miss hppa ' i ve look at be either ( 1 ) build success long ago , or ( 2 ) not tri __eou__ __eot__ debian-on packag ( debootstrap ) that i 'm about to nmu have version 0.2.44 ... be 0.2.44.1 the right version for me to use for a sourc nmu ? __eou__ __eot__ that 's what i 'd use __eou__ __eot__ thank , i 'm never sure what to do with debian-on version number ... __eou__ __eot__ it 's realli a question of whether or not the previous version be an nmu.. __eou__ __eot__ to the best of my knowledg , dselect be still the onli front-end to packag manag that get the handl of all depend type right . __eou__ __eot__","yeah , but if you have binari in your packag , that depend on a shlib , be it _legal_ to make that just a recommend ? __eou__",1
more or less all of the loos machin avail for tri thing out here be non-i386 system ... __eou__ __eot__ sudo -s __eou__ what kernel be you run on your laptop these day ? __eou__ __eot__,on the nc4000 ? __eou__ locally-built 2.6.8.1 __eou__,1
"i onli have a singl machin here , so i want to make sure that it 's actual serv proper without resort to multipl x server __eou__ do you want sourc or be a deb fine ? __eou__ __eot__ just vncclient to localhost __eou__ __eot__",doe n't that go horribl wrong ? __eou__ s/locale/locate/ ? __eou__,1
"anyon awak ? __eou__ i just have the same problem as bdale yesterday __eou__ i have to manual add my driver to the xf86config __eou__ i have the same garbl text dialog also . __eou__ __eot__ which driver be write in the config file ? __eou__ if you notic a bug in sid pleaas report it to debian . if the same behaviour happen with warti , pleas let us know and we will track the bug as well __eou__ __eot__","my fellow opera , i ca n't view embed video on webpag . can you ? __eou__",0
"the c3 , dude __eou__ __eot__ ping __eou__ __eot__ pong __eou__ __eot__ be jriddel a sane kde dude ? __eou__ __eot__ yeah __eou__ he seem to be , at ani rate __eou__ __eot__ so who do you reckon i should start talk to about kubuntu ? __eou__ __eot__ i do n't know if mornfal or ervin have tri it ; they seem quit busi . have they email you ? __eou__ i think jriddel could quit well be a sane kubuntu seed __eou__ blardi hell . : \ __eou__ yeah , i think that could be good __eou__ __eot__ do you speak to him at akademi ? __eou__ __eot__ actual , no ; go figur __eou__ __eot__ intrigu __eou__ so do akademi keep the kde flame burn insid your heart ? __eou__ __eot__ the pilot light be out , and it do n't even provid a bite of gas __eou__ the discuss about the control centr be classic . they be talk about do macrous on it , and i put my hand up and point out that even when i be hack on it , it still take me 5 minut to find what i want , and get a bite of scorn for that __eou__ __eot__ be you come up for debsig ? __eou__ __eot__ yeah , probabl just for the day though __eou__ that 's probabl fun with framebuff __eou__ acpi=forc __eou__ __eot__","yeah , it say that right next to it ... but i do n't think i want to : ) __eou__",1
"when i find a network connect for the c3 , i ll get you it dsdt __eou__ __eot__ dsdts ? __eou__ __eot__ \o/ ubuntu __eou__ heh __eou__ your job be to entertain me so i do n't fall asleep at 2pm and total destroy my migrat to aest __eou__ what specif from d-bus do you need ? we can probabl backport it __eou__ __eot__ rock __eou__ __eot__ um , i ve not have ani problem with the acpi.sf.net patch ( default warti kernel ) __eou__ __eot__ for suspend-to-disk __eou__ oh , yeah , i be suppos to tell you what be need from cvs dbus for beagl ... __eou__ __eot__ if you want a backport , yeah ; ) __eou__ __eot__ the busdriver.c stuff in the mono directori __eou__ __eot__ ok , i ll check it out __eou__ __eot__ basic , everyth trow have ad sinc the end of august __eou__ __eot__ 'k __eou__ 16 million ? __eou__ __eot__ if i think big all the time , i be disappoint all the time . as a result , i be use to disappoint and rare feel unhappi . __eou__ __eot__ your livejourn disagre with you __eou__ __eot__ anger doe not impli unhappi __eou__ __eot__ fair enough __eou__ __eot__ this be , uh , not strict true __eou__ __eot__ hey man , do you *feel* how hot that thing get ? __eou__ __eot__ i ve get the craptop readi and wait for via driver updat ... __eou__ __eot__","at the moment , as fabbion allud to , you get to pick which half of the deploy via userbas you want to screw __eou__ yay ! __eou__ yeah , i think it total screw dfp user also __eou__ obnoxi highlight trigger ^^ __eou__ hm , i think fglrx use dri __eou__",1
"oh __eou__ i be slow : ) __eou__ haha , think you be in wootton # __eou__ __eot__ damn it ... __eou__ can you tell the bastard that he should have come on tuesday ? __eou__ __eot__ whoa , d'ubuntu ! : ) __eou__ __eot__",choos __eou__ sound great doe n't it ? : ) __eou__ doe that exist ? __eou__,1
be kamion around ? __eou__ ok thank __eou__ ubuntu6 have a few nasti bug we want fix __eou__ i be build a test releas right now __eou__ __eot__ ani eta on new imag ? __eou__ __eot__ i think there will be soon new imag with the new x __eou__ __eot__ cool.. just clear out some spare drive so i can do a number of instal __eou__ __eot__ x on sounder6 be safe __eou__ __eot__ no prob __eou__ __eot__ uk __eou__ rsync be your friend __eou__ i sugget to use rsync __eou__ rsync will fix the iso __eou__ __eot__ rsync wo n't bring back the directori inod __eou__ __eot__ that 's not complet true ... __eou__ __eot__,esp sinc it 's 8pm here __eou__,1
"this be _good_ crack . __eou__ __eot__ yup __eou__ __eot__ that be last friday . : ) __eou__ __eot__ we buy the hous today ! : ) __eou__ alway ! __eou__ be you busi ? __eou__ __eot__ i think it might return ppc64 as well __eou__ i will , i think __eou__ __eot__ we still have the bts via imap access : - ) __eou__ __eot__",what would you then call it ? __eou__,0
be kamion around ? __eou__ __eot__ i think he 's sleep __eou__ __eot__ we will need anoth x kick today __eou__ __eot__,"no , it be a launch script for a program call ren'pi . __eou__",0
"good morn ; ) __eou__ do you see justdav 's gvm autorun default issu ? __eou__ __eot__ yes , i do __eou__ i know what the problem be , but i do n't quiet know how to solv it yet __eou__ __eot__ modifi the schema file __eou__ __eot__ i 'm not sure what you mean __eou__ __eot__ the default be defin in the gconf schema file __eou__ includ with gvm __eou__ __eot__ i think we may be talk about differ issu __eou__ __eot__ justdav say autorun be on by default ( which doe n't sound right to me , but ... ) __eou__ it 's not a sane default ( even though almost noth use autorun , but if someth shitti do , then that would suck ) __eou__ __eot__ ok , we can disabl it __eou__ do all the file name need to chang as well ( ubuntu-artwork ) ? __eou__ __eot__ as oppos to just the theme dir name ? __eou__ __eot__ mdz : gvm *does* prompt befor run __eou__ i mean like the imag filenam __eou__ __eot__","basic , they buy back it from you __eou__ refund you the money __eou__",0
"aug 23 11:52:25 buildd-mail : openssh have be instal ; remov from upload dir : __eou__ hilltop have be happi all night __eou__ that 's about 10 minut work , all tell __eou__ i wonder if it would be possibl to get the cd-creation code and an rsync-abl directori of the iso content somewher - that 'd probabl go faster than rsync' the iso , i think __eou__ __eot__ the cd-creation code be at http : //ftp.no-name-yet.com/cdimage/code/ plus colin.watson @ canonical.com -- 2004/cdimag -- mainlin -- 0 , but i would n't realli advis do it that way at the moment ... __eou__ you could also tri netboot ? __eou__ __eot__ yeah , i could at that . what i 'm actual go to do be hit an internet cafe in town tonight __eou__ __eot__ have ani of the amd64 buildd tri to build debian-instal yet ? all the build-dep should be there now . __eou__ __eot__ check __eou__ __eot__ aha __eou__ sarg be in a somewhat better posit becaus it do n't freez d-i in the middl of do sata support ; ) __eou__ __eot__ ln : access `./tmp/netboot_2.6/cd_tree/linux ' : no such file or directori __eou__ __eot__",xp __eou__ what can i do now plz __eou__,0
"know bug . check bugs.debian.org/src : xfree86 __eou__ permiss deni . pleas do a chmod 644 p* or someth __eou__ just stay around . i might need you to do some stuff for me __eou__ do you have a full copi of that oop ? __eou__ i know there be a way to get it dump via network , but i be not sure how reliabl it be and how it work exact . __eou__ __eot__ i 'm wait approv to join the sounder list . can you send me a copi of your messag ? __eou__ __eot__ have n't write it yet . __eou__ basic you copi the entir oop in a file __eou__ apt-get instal kernel-source-2.6.7 & & cd /usr/src & & tar jxvfp kernel-source-2.6.7.tar.bz2 & & cd kernel-source-2.6.7/document __eou__ __eot__ i have the same oop on boot again . do n't get time to take note , but at least it seem like a regular thing ; - ) i ll take note next time . __eou__ __eot__ ok.. but pleas tri to do it . __eou__ __eot__",pdt : http : //www.zend.com/pdt __eou__,0
"setuid /bin/mount be go to be disabl in favour of pmount , which doe n't requir entri in fstab __eou__ do __eou__ speak of hate mail , we need to re-en the hostnam question in d-i __eou__ __eot__ under all circumst , i take it ? __eou__ __eot__ i would say so __eou__ __eot__ do __eou__ __eot__ i will accept respons for the addit question : - ) __eou__ what time be you plan to roll sounder 7 ? __eou__ you re free to statoverrid /bin/mount and edit fstab __eou__ if you need to start now , then do it . it 's more import to get sounder 7 out than to have usplash __eou__ that 's a know bug in thom 's acpid upload __eou__ pleas do file a bug to remind him __eou__ if you have time to do it , revert ubuntu4 be fine with me __eou__ i believ the final scheme for the version number be with a dash ( 4-10 ) __eou__ __eot__ inde . it 's a recommend : thing , fix __eou__ actual , if we re go the archive-copi rout we absolut want this approach __eou__ __eot__ archive-copi would handl base as well ? __eou__ doe this includ all of the shipse addit we make in oxford ? __eou__ __eot__ that 's all entir automat now , so yes __eou__ __eot__ bark ? __eou__ archive-copi seem to do the right thing for me , as far as copi __eou__ __eot__ apt-cdrom add , too __eou__ __eot__ by the time i log in on vt2 to look , /var/cache/apt/arch be empti __eou__ __eot__ oh , damn , i forget to mention that ; you also need to boot with keep_debs=y __eou__ appar this happen when xresprob ca n't __eou__ __eot__","ok , cool , well long stori short , , , xp instal first , then 7 , then ubuntu ... ( mbr < -- grub2 ) mbr contain `` earlier version of window '' [ which be xp ] , and `` window 7 '' ; ; ; to get there i have to select window 7 ( loader ) ... ok , then xp get a virus , so i activ the 7 partit and migrat the xp boot record to 7 's partit and tell 7 to alloc the free space xp leave behind ; so ... __eou__",0
"we need to make sure that cdrom ( and other remov media ) do not end up in fstab __eou__ all remov media need to be handl by pmount , which will refus to mount anyth in fstab ( for good reason ) __eou__ __eot__ presum i should make the same quietinit- > splash chang in yaboot-instal ? __eou__ __eot__ yes __eou__ __eot__ do __eou__ ( be the actual option chang in sysvinit , or somewher els ? ) __eou__ __eot__ sysvinit __eou__ usplash will also check for it and not display if it be n't there __eou__ sysvinit be alreadi chang ( at least the packag be upload ) __eou__ __eot__ the patch as post be wrong , but i ve test with a similar chang and it 's fine __eou__ __eot__ if it work , can you patch it and upload it ? __eou__ __eot__","sure , let 's make it tomorrow though : - ) __eou__",1
"what doe the fb corrupt look like ? __eou__ __eot__ lot of dot and squggl , text be part readabl __eou__ also , apt seem unabl to complet the instal on sever packag at the moment __eou__ __eot__ which packag ? __eou__ __eot__ ^^^ __eou__ __eot__ they build em sturdi down there , appar __eou__ those packag seem to instal fine for me here __eou__ __eot__ over here they instal fine , but then apt want to instal them again __eou__ __eot__ tri apt-get clean ? __eou__ __eot__ that fix it , thank __eou__ __eot__ that issu should n't affect upgrad from woodi ; i do n't think that ani warti packag have the same version number as a woodi packag __eou__ yes , there be mani such packag in that set ( same version in sarg and warti ) __eou__ __eot__ pitti : i 'm in group plugdev , it 's still not work . __eou__ __eot__ one differ be that some pcs have a line out which doubl as an amplifi output __eou__ you be see that problem with open file on a remov devic also , be n't you ? __eou__ __eot__ remov devic have be bad for me , but it 's look much better __eou__ hmm ... yes , double-click a jpg in a /media/ popped-up nautilus window ( usb pen storag ) doe n't fire up ani app __eou__ __eot__ i think we nail the issu ( execut permiss ) __eou__ question : should user instal from cd have access , by default , to all of warty/main via http by default ? __eou__ __eot__",there be a few develop addon to firefox where you can chang client side code on the spot if you like __eou__ dont know what a termin emul have to do with it though __eou__,0
"poke __eou__ __eot__ tri to rememb if i ask if you be ppc or i386 __eou__ tivo seri 1 , eh ? __eou__ rememb to firewal the tivo , eh ? __eou__ __eot__ yeah , seri 1 __eou__ h8 that __eou__ debconf should be configur to not mail . __eou__ __eot__ what kind of puppi ? __eou__ awesom __eou__ __eot__ yeah , it work out pretti well __eou__ we might break a bite over even sinc there 8 ( ! ) puppi . __eou__ we be hope for at least 5 __eou__ __eot__","and i assum you do the right thing and pre-sold base on avail , yes ? __eou__",1
you ping the other day ? ( i onli just get to a comput sinc friday ) __eou__ __eot__ i ping a few minut ago __eou__ do you make a usplash packag ? __eou__ it ok __eou__ __eot__ pleas ensur that you have the depend on lsb-base correct when you upload init script __eou__ __eot__ pleas read the updat i post to your bug __eou__ lsb-base be part of base __eou__ all the sysvinit stuff depend on it __eou__ __eot__ i have it instal . you have n't ensur that i have the correct version __eou__ __eot__,"they re alreadi all do be the problem __eou__ though , i suppos we may be abl to script it __eou__ btw , the new initscript uncov a bug -- acpi-support load befor acpid . howev , acpid load the modul for acpi , which acpi-support need to grep the batteri status __eou__ what email address do i assign it to ? __eou__ ( the acpi-support bug ) __eou__",1
"right click on the desktop be not work for me __eou__ __eot__ nautilus manag the desktop ? the icon be display ? open a dir on the desktop work ? __eou__ __eot__ noth __eou__ hi __eou__ ok thank __eou__ be the wifi / batteri percentag disabl by default now ? __eou__ __eot__ appar no , they should ? __eou__ __eot__ correct __eou__ great work on the gnome packag , thank you ! __eou__ __eot__ yes , appar they be the same ... whi ? __eou__ __eot__ superb work last night __eou__ __eot__ thank __eou__ __eot__ what format be the app icon in ? __eou__ __eot__ png most of the time __eou__ __eot__ size ? __eou__ svg ok ? __eou__ __eot__","let me check __eou__ the icon be a 48x48 png file , i ve not test with a svg one , but it should work __eou__",1
"anybodi els see fb corrupt dure boot ? __eou__ gdm / x be come up fine but my consol be b0rked __eou__ __eot__ which video card ? __eou__ __eot__ no , it 's my home desktop __eou__ __eot__ i rememb fb break on that laptop and iirc it be an ati too . perhap it 's just the kernel fb driver that be break . we should give it a shoot after we sync 2.6.8 __eou__ __eot__ yo ! __eou__ __eot__ i suggest a mosedt 20 to 30 % __eou__ __eot__ this be for first-tim instal __eou__ __eot__ i understand it 's for first-tim install.. if i have my speaker on at 70 % i would have issu with the neighbour ; ) __eou__ possibly.. they will start comment on my work : `` oh no.. he be instal ubuntu again '' < g > __eou__ __eot__ mayb we can have a sound-level test dure instal ? start low , and rise ? __eou__ __eot__ if we switch to a gui instal for hoari , i think we can easili integr it . __eou__ or otherwis do it at a later stage.. but yes i think it 's doabl __eou__ also for peopl instal from a modem ? __eou__ not necessarely.. if we add the http stuff no ... __eou__ __eot__ it would be nice to have the `` fetch latest updat '' as an option dure the instal __eou__ __eot__ option = question ? __eou__ __eot__ would have to be __eou__ __eot__ as it be now after the instal we suggest the http line for main/restr and univers as we agre via email and we forc secur updat __eou__ that 's more complic yes.. __eou__ our instal be alreadi big enough ... __eou__ __eot__ good day today so far , lot of catch up . how 's dannemark ? __eou__ __eot__ if you declar renam time 2 day ago i would have love you more : ) __eou__ who be n't ? ; ) __eou__ be n't thom the one that like to slice his finger ? ; ) __eou__ would be an option to use # ubuntu-meet ? __eou__ sinc it 's alreadi log ? __eou__ __eot__",type startx hit enter __eou__ sudo apt-get instal human-them __eou__,0
"that typic mean that apt be see multipl packag with the same version number which be actual distinct __eou__ or els a break pin configur __eou__ anyth funni in /etc/apt/sources.list or /etc/apt/prefer ? __eou__ __eot__ there 's someth definit screwi with the archiv __eou__ __eot__ stock warti __eou__ apt-get instal `debootstrap -- print-deb ... ` __eou__ it doe n't work to have both warti and unstabl in sources.list __eou__ that 's what hoari be for __eou__ __eot__ what kernel be you run ? __eou__ # 268154 , yeah , reassign that bug one more time ! < g > __eou__ __eot__ for some reason , deiti @ doe n't seem to get notif when a bug be reassign __eou__ __eot__ it so do : p __eou__ __eot__ well , it be n't in my mailbox , and the bug report be __eou__ that 's normal if you have two video card ... __eou__ __eot__ just one __eou__ __eot__ add -- vendor and -- model __eou__ that be , get rid of -- format and replac it with -- vendor and -- model __eou__ most like it 's see anoth devic and consid it a video card __eou__ ahh __eou__ __eot__",hi __eou__ do you have a minut pleas ? __eou__,0
yow __eou__ __eot__ do you see my comment about base-config/sudo ? __eou__ __eot__ yes __eou__ __eot__,"i plan to chang sudo to put default ! lectur , tty_ticket ' in the standard sudoer file it creat in it postinst , and in base-config just append to the sudoer file . sound good ? __eou__",1
"how be amd64 look ? __eou__ __eot__ i see the same problem as everybodi 's see ; wrt amd64 , i ve be spend most of the day sleep and recov from oxford . __eou__ i need to whack ia32-lib into shape ( and prefer amd64-lib too ) and then get the new gcc in togeth with doko . __eou__ i can tri . __eou__ that seem to fix it , thx __eou__ it 's trivial to check , though __eou__ __eot__ kernel-headers-`unam -r` should do __eou__ inde __eou__ __eot__ i do n't think you can ever get a corrupt imag by rsync at the wrong time . __eou__ __eot__ probabl not , but i could get yesterday 's : - ) __eou__ __eot__ well , true . : ) __eou__ vim-crack ? __eou__ 896 seem ok , the textrel segment be onli present on i386 __eou__ so , technic , it 's a polici violat , but we can ignor it , as it 's correct on amd64 . __eou__ fwiw , on mosx app , if you be in a `` danger '' applic , you have the lock in the bottom right.. would someth similar work ? __eou__ __eot__ that 'd be neat , someth to look at for hoari mayb __eou__ __eot__ nautilus could send `` window close '' messag onto the dbus ? ; ) __eou__ load-test to see whether an a2 setup with php seem to be safe or not . __eou__ __eot__",`` mv : invalid option -- r __eou__,0
"should i tri to upload again sinc i get no .upload file ? __eou__ __eot__ sure ; if there 's no .upload , it either get delet , or it be never upload __eou__ how be usplash go ? __eou__ __eot__ we have usplash packag : ) __eou__ __eot__ after set up vesafb , i get : start ubuntu ... , delay while initrd run , nice anim , then some kernel messag overwrit part of it , then a black screen with scroll text while the anim continu to play onli in the center of the screen __eou__ __eot__ tri stick -- /bin/echo `` 0 0 0 0 '' > /proc/sys/kernel/printk -- in mountvirtf just after the -- domount proc `` '' /proc -- line __eou__ also , doe your kernel cmdline have console=tty1 ? __eou__ actual , with the console=tty1 option , you may not need the echo line __eou__ you *do* still need the echo line __eou__ __eot__ i tri with console=tty1 ; no differ __eou__ __eot__ be you get initscript messag ? or kernel messag ? __eou__ if kernel , you need to add the echo line i mention __eou__ you get initscript messag after init switch to runlevel 2 ? __eou__ __eot__ correct __eou__ __eot__",at what point doe gdm load on your system ? sxx in runlevel 2 ? __eou__,1
"a south african skydiv surviv a 3,500 meter ( 11,500 ft ) plung after her parachut fail to open and line break on her reserv chute , a local skydiv club say monday . __eou__ __eot__ turn out start acpid in rcs caus problem __eou__ __eot__ what sort of problem ? __eou__ __eot__ we start it befor /var get clean . so the socket goe away __eou__ be you happi for me to upload sulogin , by the way ? __eou__ __eot__ yes __eou__ __eot__ be total rad laptop support a featur goal ? __eou__ __eot__ depend on your next question : - ) __eou__ __eot__ netapplet be utter rad ... __eou__ http : //tech9.net/rml/log/2004082401 __eou__ __eot__ look like a total rad hoari featur : - ) __eou__ __eot__ and inde http : //www.nat.org/2004/august/ __eou__ i *knew* you be gon na say that __eou__ __eot__ how doe the mozilla situat look ? __eou__ __eot__ i get catch up in ddcprobe/xresprob on amd64 ; just cook dinner then will look __eou__ __eot__ i do n't seem to have note about your schedul ; what hour be general good for you as far as meet and the like ? __eou__ __eot__ i 'm usual awak and work 10am-6pm ( current gmt+1 ) __eou__ __eot__",not instal ? __eou__,0
"requir some small mod to do that ... __eou__ that 's a london time __eou__ __eot__ gst-plugins0.8 be still not build , could you check if it 's ftbfsing ? __eou__ oh ok , thank __eou__ __eot__ theora be instal __eou__ __eot__ thank __eou__ __eot__ it 's kinda one of those assumpt - new gnome , seb upload . : - ) you ve be do such an overkil job on it that , well ... __eou__ yeah ! that 's it/ __eou__ epiphany-browser_1.3.8-0ubuntu3 be miss an amd64 build-dep on gcc-3.4 __eou__ __eot__ i ve appli the patch , dunno for the rest __eou__ __eot__ gdm look to be miss a build-dep or 6 ... __eou__ __eot__ gdm be miss a build-depend ? which one ? that 's ubuntu14 ... weird that build-depend chang __eou__ how be the gdm retri ? __eou__ __eot__ success . __eou__ __eot__",heheh yes . __eou__ certain not ; p __eou__,0
you ve alreadi upload the biarch one ? __eou__ __eot__ first biarch test succeed : ) __eou__ ani packag alreadi build and upload with gcc-3.4 ? __eou__ __eot__,"not to my knowledg . __eou__ i want to fix grub first , as soon as that be there , base should be fulli instal __eou__ do you have an i386 system nearbi and could test that the patch doe n't break i386 ? __eou__",1
"i wonder if that will happen to upgrad from woodi ? __eou__ __eot__ ani packag that we re ship the same version as woodi , which be alreadi in your cach , will have issu ... . : - ( __eou__ and should there initi instal fetch newer bite from the net if they re there , or just instal from cd ? __eou__ rpm have issu ... __eou__ __eot__ ping __eou__ i 'm go to run through it with you now , should we switch to a separ channel ? __eou__ mornin ' ! __eou__ good work on postfix , btw __eou__ __eot__",ty __eou__,0
"gcc-3.3_1:3.3.4-9ubuntu1 ? ? __eou__ __eot__ if the gcc packag fail to build , pleas send me the log ( or mayb the last 100 line ... ) __eou__ __eot__ ok. one more round on ppc ... __eou__ find it . __eou__ __eot__ sorri , do n't see . __eou__ __eot__ np . i know that i have a bug that have the need info in it , just could n't find it for a bit.. ( be close a while back.. ) __eou__ __eot__ do you know , what probabl be wrong with gcc-3.4 's sonam ? __eou__ __eot__",no clue __eou__,1
"that be ftbfs on ppc/amd64 __eou__ __eot__ whi ? __eou__ __eot__ /usr/bin/ld : skip incompat /usr/lib/gcc-lib/x86_64-linux/3.3.4/../../../libc.so when search for -lc __eou__ __eot__ ok , miss ia32-libs-dev build-depend . __eou__ i wonder whi it fail on ppc , though __eou__ __eot__ actual , that could just be ppc flaki - i ll see if give it back helpo __eou__ __eot__ goodi , i do n't see whi it should fail on ppc ( though , i have n't look at the sourc , just listen to what doko 's tell me ) __eou__ __eot__",gcc-3.4 be d-w amd64-libs-dev __eou__,1
"oskuro , mithrandir , rburton : good morn ! __eou__ __eot__ : - ) __eou__ __eot__","lot of way . by peopl use it , and some error happen , and it leav the entir os in limbo __eou__",0
"yes , they re veri use to sudo __eou__ __eot__ % patron theatre_ticket ( +opera_glass ) __eou__ __eot__ *g* __eou__ __eot__ netapplet disappoint me somewhat __eou__ __eot__ how so ? __eou__ __eot__ do n't you remov `` suspend '' from the batteri applet ? __eou__ __eot__ see seth 's post about networkmanag on ddl ? __eou__ __eot__ but the nc4010 have work wifi < g > __eou__ rememb , anyth 's better than that toilet seat of his < g > __eou__ __eot__ in this case i 'm not sure i agre __eou__ __eot__ and what time ( gmt ) do you get up ? : p __eou__ __eot__ hrm , yeah . that 's a bug __eou__ *g* __eou__ __eot__ i 'm at the `` need more wall to put more shelv on '' stage : -/ __eou__ __eot__ yeah __eou__ __eot__ yeah , i 'm usual up by then __eou__ __eot__ talk to your pet evo hacker about it : p __eou__ __eot__ he doe exchang stuff most , iirc __eou__ come up with syndic __eou__ __eot__ i 'm onli go if i get knock out by be snog by some cute thing call safron __eou__ __eot__","heh __eou__ ah , you upload them ... that explain it then __eou__",1
